,traj_id,t,x,y,success,transition_free_to_free,transition_mode_1_to_mode_1,transition_mode_2_to_mode_2,transition_mode_3_to_mode_3,transition_free_to_mode_1,transition_mode_1_to_mode_2,transition_mode_2_to_mode_3,transition_mode_1_to_free,transition_mode_2_to_mode_1,transition_mode_3_to_mode_2,transition_mode_2_to_free,transition_mode_3_to_free
25,0,25,-5.87427792380023,1.4929049662455087,True,True,False,False,False,False,False,False,False,False,False,False,False
26,0,26,-5.827439543737373,1.3320657619807705,True,True,False,False,False,False,False,False,False,False,False,False,False
27,0,27,-5.780601163674516,1.1712265577160323,True,True,False,False,False,False,False,False,False,False,False,False,False
28,0,28,-5.733762783611659,1.010387353451294,True,True,False,False,False,False,False,False,False,False,False,False,False
29,0,29,-5.686924403548803,0.8495481491865566,True,True,False,False,False,False,False,False,False,False,False,False,False
30,0,30,-5.640086023485945,0.6887089449218182,True,True,False,False,False,False,False,False,False,False,False,False,False
31,0,31,-5.593247643423088,0.52786974065708,True,True,False,False,False,False,False,False,False,False,False,False,False
32,0,32,-5.546409263360231,0.3670305363923416,True,True,False,False,False,False,False,False,False,False,False,False,False
33,0,33,-5.499570883297374,0.20619133212760343,True,True,False,False,False,False,False,False,False,False,False,False,False
34,0,34,-5.452732503234517,0.045352127862865244,True,True,False,False,False,False,False,False,False,False,False,False,False
35,0,35,-5.399907584614241,-0.11330452293798611,True,True,False,False,False,False,False,False,False,False,False,False,False
36,0,36,-5.332238234056434,-0.2665492372693822,True,True,False,False,False,False,False,False,False,False,False,False,False
37,0,37,-5.266039040062937,-0.4204104240840569,True,True,False,False,False,False,False,False,False,False,False,False,False
38,0,38,-5.204170014233486,-0.5760873559601107,True,True,False,False,False,False,False,False,False,False,False,False,False
39,0,39,-5.141198077766624,-0.7311483227662888,True,True,False,False,False,False,False,False,False,False,False,False,False
40,0,40,-5.041102306078904,-0.8654759817411503,True,True,False,False,False,False,False,False,False,False,False,False,False
41,0,41,-4.985152950547666,-1.0232893830916407,True,True,False,False,False,False,False,False,False,False,False,False,False
42,0,42,-4.910247946837485,-1.1704214387891099,True,True,False,False,False,False,False,False,False,False,False,False,False
43,0,43,-4.816586272938248,-1.2993233400080382,True,True,False,False,False,False,False,False,False,False,False,False,False
44,0,44,-4.712767686139996,-1.4038160734738119,True,True,False,False,False,False,False,False,False,False,False,False,False
45,0,45,-4.584539931588589,-1.4982444411500107,True,True,False,False,False,False,False,False,False,False,False,False,False
46,0,46,-4.468854158164401,-1.6016572140846461,True,True,False,False,False,False,False,False,False,False,False,False,False
47,0,47,-4.408930022711719,-1.6969696969696955,True,True,False,False,False,False,False,False,False,False,False,False,False
48,0,48,-4.284340943158019,-1.766233766233766,True,True,False,False,False,False,False,False,False,False,False,False,False
49,0,49,-4.161033909251999,-1.8503196815565535,True,True,False,False,False,False,False,False,False,False,False,False,False
50,0,50,-4.0743917462585975,-1.9047619047619033,True,True,False,False,False,False,False,False,False,False,False,False,False
51,0,51,-3.9900993093109323,-1.9393939393939377,True,True,False,False,False,False,False,False,False,False,False,False,False
52,0,52,-3.8242071176076626,-1.955733199269452,True,True,False,False,False,False,False,False,False,False,False,False,False
53,0,53,-3.658509593452137,-1.9740259740259738,True,True,False,False,False,False,False,False,False,False,False,False,False
54,0,54,-3.5053999522033967,-2.008658008658008,True,True,False,False,False,False,False,False,False,False,False,False,False
55,0,55,-3.3461025053736035,-2.0432900432900425,True,True,False,False,False,False,False,False,False,False,False,False,False
56,0,56,-3.190049749101379,-2.0915875180388066,True,True,False,False,False,False,False,False,False,False,False,False,False
57,0,57,-3.062139646346047,-2.077922077922077,True,True,False,False,False,False,False,False,False,False,False,False,False
58,0,58,-2.900482628874099,-2.119527258858096,True,True,False,False,False,False,False,False,False,False,False,False,False
59,0,59,-2.7698924731182792,-2.1802184470378716,True,True,False,False,False,False,False,False,False,False,False,False,False
60,0,60,-2.615714662182468,-2.1728275780142337,True,True,False,False,False,False,False,False,False,False,False,False,False
61,0,61,-2.544091887656072,-2.191555489437149,True,False,False,False,False,True,False,False,False,False,False,False,False
62,0,62,-2.3824824369817224,-2.216450216450216,True,False,True,False,False,False,False,False,False,False,False,False,False
63,0,63,-2.214962039789537,-2.216450216450216,True,False,True,False,False,False,False,False,False,False,False,False,False
64,0,64,-2.050145660455391,-2.243585397354217,True,False,True,False,False,False,False,False,False,False,False,False,False
65,0,65,-1.8833723239307394,-2.2510822510822504,True,False,True,False,False,False,False,False,False,False,False,False,False
66,0,66,-1.721506536066549,-2.2857142857142847,True,False,True,False,False,False,False,False,False,False,False,False,False
67,0,67,-1.6516248550623287,-2.3549783549783543,True,False,True,False,False,False,False,False,False,False,False,False,False
68,0,68,-1.5981866148805506,-2.4552241381794637,True,False,True,False,False,False,False,False,False,False,False,False,False
69,0,69,-1.4921616653867011,-2.482439167439632,True,False,True,False,False,False,False,False,False,False,False,False,False
70,0,70,-1.3470155065979015,-2.562770562770562,True,False,True,False,False,False,False,False,False,False,False,False,False
71,0,71,-1.255292692920063,-2.5974025974025965,True,False,True,False,False,False,False,False,False,False,False,False,False
72,0,72,-1.0890148668770014,-2.5974025974025965,True,False,True,False,False,False,False,False,False,False,False,False,False
73,0,73,-0.960285176084336,-2.549109100835809,True,False,True,False,False,False,False,False,False,False,False,False,False
74,0,74,-0.8296832106024099,-2.44546037430762,True,False,True,False,False,False,False,False,False,False,False,False,False
75,0,75,-0.7220015409429675,-2.3191805910756713,True,False,True,False,False,False,False,False,False,False,False,False,False
76,0,76,-0.6868707422302612,-2.1631924137166045,True,False,False,False,False,False,True,False,False,False,False,False,False
77,0,77,-0.5524996348427555,-2.0664161204575993,True,False,False,True,False,False,False,False,False,False,False,False,False
78,0,78,-0.43010752688172005,-1.9598540924731753,True,False,False,True,False,False,False,False,False,False,False,False,False
79,0,79,-0.3757009487709947,-1.8097463712890431,True,False,False,True,False,False,False,False,False,False,False,False,False
80,0,80,-0.26842824503826646,-1.6969696969696955,True,False,False,True,False,False,False,False,False,False,False,False,False
81,0,81,-0.1712802086431716,-1.5659479340446145,True,False,False,True,False,False,False,False,False,False,False,False,False
82,0,82,-0.07877289209771474,-1.426285913935403,True,False,False,True,False,False,False,False,False,False,False,False,False
83,0,83,0.013792219673370038,-1.3072868931378945,True,False,False,True,False,False,False,False,False,False,False,False,False
84,0,84,0.09968271130348386,-1.1846213820081382,True,False,False,True,False,False,False,False,False,False,False,False,False
85,0,85,0.1568144641848126,-1.0369724548789214,True,False,False,True,False,False,False,False,False,False,False,False,False
86,0,86,0.25599349634100343,-0.9046018363698408,True,False,False,True,False,False,False,False,False,False,False,False,False
87,0,87,0.31073965676730936,-0.8392922722978355,True,False,False,True,False,False,False,False,False,False,False,False,False
88,0,88,0.3675729537589155,-0.7067949962143986,True,False,False,True,False,False,False,False,False,False,False,False,False
89,0,89,0.4675387092269486,-0.5781675330116075,True,False,False,False,False,False,False,True,False,False,False,False,False
90,0,90,0.5743726986602938,-0.4491342730466581,True,False,False,False,True,False,False,False,False,False,False,False,False
91,0,91,0.5730769955624859,-0.3702129743006234,True,False,False,False,True,False,False,False,False,False,False,False,False
92,0,92,0.6476069758729175,-0.22018509185754623,True,False,False,False,True,False,False,False,False,False,False,False,False
93,0,93,0.7390280001836661,-0.08696101722358743,True,False,False,False,True,False,False,False,False,False,False,False,False
94,0,94,0.8177390880807451,0.051263763816562946,True,False,False,False,True,False,False,False,False,False,False,False,False
95,0,95,0.8746614409587478,0.20881670481817866,True,False,False,False,True,False,False,False,False,False,False,False,False
96,0,96,0.9699686603900852,0.3116883116883127,True,False,False,False,True,False,False,False,False,False,False,False,False
97,0,97,1.028120457601728,0.40243287276016654,True,False,False,False,True,False,False,False,False,False,False,False,False
98,0,98,1.049462365591399,0.43083621574950237,True,False,False,False,True,False,False,False,False,False,False,False,False
99,0,99,1.0838709677419356,0.4848484848484862,True,False,False,False,True,False,False,False,False,False,False,False,False
100,1,0,-0.4989247311827949,4.7445887445887465,True,True,False,False,False,False,False,False,False,False,False,False,False
101,1,1,-0.6195278538995924,4.675324675324676,True,True,False,False,False,False,False,False,False,False,False,False,False
102,1,2,-0.7011552968092848,4.57567702810321,True,True,False,False,False,False,False,False,False,False,False,False,False
103,1,3,-0.7741935483870961,4.5255551954074535,True,True,False,False,False,False,False,False,False,False,False,False,False
104,1,4,-0.8837744239709633,4.48937183053464,True,True,False,False,False,False,False,False,False,False,False,False,False
105,1,5,-0.9614464904802548,4.3559820150721675,True,True,False,False,False,False,False,False,False,False,False,False,False
106,1,6,-1.1075259349122173,4.282468008945692,True,True,False,False,False,False,False,False,False,False,False,False,False
107,1,7,-1.2072669004150058,4.164204921907071,True,True,False,False,False,False,False,False,False,False,False,False,False
108,1,8,-1.2815544939393189,4.091326625098576,True,True,False,False,False,False,False,False,False,False,False,False,False
109,1,9,-1.3713577525372942,3.9826839826839837,True,True,False,False,False,False,False,False,False,False,False,False,False
110,1,10,-1.4741525959912138,3.866924335203649,True,True,False,False,False,False,False,False,False,False,False,False,False
111,1,11,-1.5768064184276211,3.740643989495097,True,True,False,False,False,False,False,False,False,False,False,False,False
112,1,12,-1.5979419692677221,3.6751384601320756,True,True,False,False,False,False,False,False,False,False,False,False,False
113,1,13,-1.7066258235567904,3.596028109834389,True,True,False,False,False,False,False,False,False,False,False,False,False
114,1,14,-1.7903634402692417,3.455559164050515,True,True,False,False,False,False,False,False,False,False,False,False,False
115,1,15,-1.8943072702066275,3.3305642403265745,True,True,False,False,False,False,False,False,False,False,False,False,False
116,1,16,-1.9846134806358826,3.194225318736952,True,True,False,False,False,False,False,False,False,False,False,False,False
117,1,17,-2.0683504130570944,3.053852492153223,True,True,False,False,False,False,False,False,False,False,False,False,False
118,1,18,-2.1490906703207173,2.9116395390184326,True,True,False,False,False,False,False,False,False,False,False,False,False
119,1,19,-2.2298309275843406,2.7694265858836418,True,True,False,False,False,False,False,False,False,False,False,False,False
120,1,20,-2.32258064516129,2.6557071804690735,True,True,False,False,False,False,False,False,False,False,False,False,False
121,1,21,-2.3587301767310493,2.502130114790989,True,True,False,False,False,False,False,False,False,False,False,False,False
122,1,22,-2.4360362505086344,2.3587217111265275,True,True,False,False,False,False,False,False,False,False,False,False,False
123,1,23,-2.4874498153754834,2.2034794535740283,True,True,False,False,False,False,False,False,False,False,False,False,False
124,1,24,-2.5388633802423324,2.048237196021529,True,True,False,False,False,False,False,False,False,False,False,False,False
125,1,25,-2.5978494623655912,1.902854032168475,True,True,False,False,False,False,False,False,False,False,False,False,False
126,1,26,-2.623726276901487,1.7751042343670456,True,True,False,False,False,False,False,False,False,False,False,False,False
127,1,27,-2.6124982532235625,1.6181059237080744,True,True,False,False,False,False,False,False,False,False,False,False,False
128,1,28,-2.6457755072225804,1.4586699575129862,True,True,False,False,False,False,False,False,False,False,False,False,False
129,1,29,-2.6677311945880975,1.2966160745770268,True,True,False,False,False,False,False,False,False,False,False,False,False
130,1,30,-2.689686881953615,1.1345621916410664,True,True,False,False,False,False,False,False,False,False,False,False,False
131,1,31,-2.711642569319132,0.972508308705106,True,True,False,False,False,False,False,False,False,False,False,False,False
132,1,32,-2.7335982566846493,0.8104544257691456,True,True,False,False,False,False,False,False,False,False,False,False,False
133,1,33,-2.7389300608363234,0.7168670240981144,True,True,False,False,False,False,False,False,False,False,False,False,False
134,1,34,-2.7991982323651747,0.6426007232671431,True,True,False,False,False,False,False,False,False,False,False,False,False
135,1,35,-2.7920002787382328,0.4873584657146441,True,True,False,False,False,False,False,False,False,False,False,False,False
136,1,36,-2.8043010752688167,0.3950720156706479,True,True,False,False,False,False,False,False,False,False,False,False,False
137,1,37,-2.8043010752688167,0.2315375753153684,True,True,False,False,False,False,False,False,False,False,False,False,False
138,1,38,-2.8043010752688167,0.13726720422415892,True,True,False,False,False,False,False,False,False,False,False,False,False
139,1,39,-2.8043010752688167,-0.026267236131120114,True,False,False,False,False,True,False,False,False,False,False,False,False
140,1,40,-2.8043010752688167,-0.15651866983394405,True,False,True,False,False,False,False,False,False,False,False,False,False
141,1,41,-2.8043010752688167,-0.2840720475776099,True,False,True,False,False,False,False,False,False,False,False,False,False
142,1,42,-2.8043010752688167,-0.378342418668819,True,False,True,False,False,False,False,False,False,False,False,False,False
143,1,43,-2.7789290986278568,-0.5359219443205463,True,False,True,False,False,False,False,False,False,False,False,False,False
144,1,44,-2.7650198541146476,-0.5985531075181318,True,False,True,False,False,False,False,False,False,False,False,False,False
145,1,45,-2.687115183620317,-0.7132219921719642,True,False,True,False,False,False,False,False,False,False,False,False,False
146,1,46,-2.6299312707524645,-0.8220494737020854,True,False,True,False,False,False,False,False,False,False,False,False,False
147,1,47,-2.5978494623655912,-0.9811185815157216,True,False,True,False,False,False,False,False,False,False,False,False,False
148,1,48,-2.537085524786515,-1.108225108225108,True,False,True,False,False,False,False,False,False,False,False,False,False
149,1,49,-2.520313144767439,-1.2384484048688782,True,False,True,False,False,False,False,False,False,False,False,False,False
150,1,50,-2.4602150537634397,-1.3143881502736268,True,False,True,False,False,False,False,False,False,False,False,False,False
151,1,51,-2.3678766614695306,-1.430871531565653,True,False,True,False,False,False,False,False,False,False,False,False,False
152,1,52,-2.338318979457542,-1.542601027169355,True,False,True,False,False,False,False,False,False,False,False,False,False
153,1,53,-2.2337359398638097,-1.6220225629293135,True,False,True,False,False,False,False,False,False,False,False,False,False
154,1,54,-2.1849462365591386,-1.6691842712664449,True,False,True,False,False,False,False,False,False,False,False,False,False
155,1,55,-2.1136775007131283,-1.734069182182673,True,False,True,False,False,False,False,False,False,False,False,False,False
156,1,56,-2.047262925009567,-1.870228311127926,True,False,True,False,False,False,False,False,False,False,False,False,False
157,1,57,-1.9399643326648601,-1.9823228801335047,True,False,True,False,False,False,False,False,False,False,False,False,False
158,1,58,-1.822441564512894,-2.077922077922077,True,False,True,False,False,False,False,False,False,False,False,False,False
159,1,59,-1.6723668354799162,-2.135848627979174,True,False,True,False,False,False,False,False,False,False,False,False,False
160,1,60,-1.5390145663732495,-2.229824920602206,True,False,True,False,False,False,False,False,False,False,False,False,False
161,1,61,-1.429094009621569,-2.2499378474588094,True,False,True,False,False,False,False,False,False,False,False,False,False
162,1,62,-1.294857279606242,-2.320346320346319,True,False,True,False,False,False,False,False,False,False,False,False,False
163,1,63,-1.2325562575646467,-2.343855714788828,True,False,True,False,False,False,False,False,False,False,False,False,False
164,1,64,-1.1915100603225897,-2.3549783549783543,True,False,True,False,False,False,False,False,False,False,False,False,False
165,1,65,-1.0423863759107561,-2.3896103896103886,True,False,True,False,False,False,False,False,False,False,False,False,False
166,1,66,-0.8788519355554761,-2.3896103896103886,True,False,True,False,False,False,False,False,False,False,False,False,False
167,1,67,-0.7418195610741201,-2.304054216341412,True,False,True,False,False,False,False,False,False,False,False,False,False
168,1,68,-0.6802784277011016,-2.2857142857142847,True,False,False,False,False,False,True,False,False,False,False,False,False
169,1,69,-0.5642089372341144,-2.1973562292357824,True,False,False,True,False,False,False,False,False,False,False,False,False
170,1,70,-0.4736278842554817,-2.112554112554111,True,False,False,True,False,False,False,False,False,False,False,False,False
171,1,71,-0.3529671120019303,-2.013408139873045,True,False,False,True,False,False,False,False,False,False,False,False,False
172,1,72,-0.24945822336732837,-1.9134185237127028,True,False,False,True,False,False,False,False,False,False,False,False,False
173,1,73,-0.10629216659285791,-1.8422985984600848,True,False,False,True,False,False,False,False,False,False,False,False,False
174,1,74,-0.061728128229751475,-1.766233766233766,True,False,False,True,False,False,False,False,False,False,False,False,False
175,1,75,-0.051612903225805695,-1.7245630728219867,True,False,False,True,False,False,False,False,False,False,False,False,False
176,1,76,-0.051612903225805695,-1.5610286324667075,True,False,False,True,False,False,False,False,False,False,False,False,False
177,1,77,-0.08602150537634401,-1.4771881148289385,True,False,False,True,False,False,False,False,False,False,False,False,False
178,1,78,-0.08602150537634401,-1.3376324231707575,True,False,False,True,False,False,False,False,False,False,False,False,False
179,1,79,-0.12043010752688055,-1.1882853062774255,True,False,False,True,False,False,False,False,False,False,False,False,False
180,1,80,-0.08602150537634401,-1.0328267164470935,True,False,False,True,False,False,False,False,False,False,False,False,False
181,1,81,-0.06181774050441194,-0.8722532409917892,True,False,False,True,False,False,False,False,False,False,False,False,False
182,1,82,0.017204301075269157,-0.7524516609523678,True,False,False,True,False,False,False,False,False,False,False,False,False
183,1,83,0.04981390579549299,-0.5941766264400175,True,False,False,False,False,False,False,True,False,False,False,False,False
184,1,84,0.161108660354635,-0.47538248788450804,True,False,False,False,True,False,False,False,False,False,False,False,False
185,1,85,0.18989197594429114,-0.414286715090495,True,False,False,False,True,False,False,False,False,False,False,False,False
186,1,86,0.31129944054709097,-0.34632034632034525,True,False,False,False,True,False,False,False,False,False,False,False,False
187,1,87,0.398985576231067,-0.30838031829557105,True,False,False,False,True,False,False,False,False,False,False,False,False
188,1,88,0.5004429611096577,-0.27705627705627656,True,False,False,False,True,False,False,False,False,False,False,False,False
189,1,89,0.655754451102549,-0.2424242424242422,True,False,False,False,True,False,False,False,False,False,False,False,False
190,1,90,0.8192888914578277,-0.2424242424242422,True,False,False,False,True,False,False,False,False,False,False,False,False
191,1,91,0.9828233318131042,-0.2424242424242422,True,False,False,False,True,False,False,False,False,False,False,False,False
192,1,92,1.146357772168385,-0.2424242424242422,True,False,False,False,True,False,False,False,False,False,False,False,False
193,1,93,1.3098922125236627,-0.2424242424242422,True,False,False,False,True,False,False,False,False,False,False,False,False
194,1,94,1.473426652878943,-0.2424242424242422,True,False,False,False,True,False,False,False,False,False,False,False,False
195,1,95,1.6369610932342207,-0.2424242424242422,True,False,False,False,True,False,False,False,False,False,False,False,False
196,1,96,1.7845860169975474,-0.2014799806235276,True,False,False,False,True,False,False,False,False,False,False,False,False
197,1,97,1.941396267638945,-0.17316017316017174,True,False,False,False,True,False,False,False,False,False,False,False,False
198,1,98,2.0151198065072515,-0.10166512981412984,True,False,False,False,True,False,False,False,False,False,False,False,False
199,1,99,2.0473118279569906,-0.0692640692640687,True,False,False,False,True,False,False,False,False,False,False,False,False
200,2,0,5.625806451612904,4.467532467532468,True,True,False,False,False,False,False,False,False,False,False,False,False
201,2,1,5.516220853450415,4.426499343840787,True,True,False,False,False,False,False,False,False,False,False,False,False
202,2,2,5.488172043010755,4.392597304273579,True,True,False,False,False,False,False,False,False,False,False,False,False
203,2,3,5.392646320935513,4.375200654140975,True,True,False,False,False,False,False,False,False,False,False,False,False
204,2,4,5.194375794662754,4.300366405182506,True,True,False,False,False,False,False,False,False,False,False,False,False
205,2,5,5.063110280721226,4.27197774775894,True,True,False,False,False,False,False,False,False,False,False,False,False
206,2,6,4.868905589785559,4.25974025974026,True,True,False,False,False,False,False,False,False,False,False,False,False
207,2,7,4.76025503775033,4.225108225108226,True,True,False,False,False,False,False,False,False,False,False,False,False
208,2,8,4.553627099016245,4.185814601166404,True,True,False,False,False,False,False,False,False,False,False,False,False
209,2,9,4.349263585652057,4.129717178666789,True,True,False,False,False,False,False,False,False,False,False,False,False
210,2,10,4.14490007228787,4.073619756167175,True,True,False,False,False,False,False,False,False,False,False,False,False
211,2,11,3.940536558923682,4.01752233366756,True,True,False,False,False,False,False,False,False,False,False,False,False
212,2,12,3.731903594583514,3.9909822356500735,True,True,False,False,False,False,False,False,False,False,False,False,False
213,2,13,3.5556406044397466,3.9480519480519494,True,True,False,False,False,False,False,False,False,False,False,False,False
214,2,14,3.346241532140949,3.9177497519644824,True,True,False,False,False,False,False,False,False,False,False,False,False
215,2,15,3.139670883668987,3.8796192386836026,True,True,False,False,False,False,False,False,False,False,False,False,False
216,2,16,2.936794542898907,3.818361122801728,True,True,False,False,False,False,False,False,False,False,False,False,False
217,2,17,2.733918202128827,3.757103006919853,True,True,False,False,False,False,False,False,False,False,False,False,False
218,2,18,2.5295971224163423,3.705627705627707,True,True,False,False,False,False,False,False,False,False,False,False,False
219,2,19,2.3638238925581665,3.6224871320774326,True,True,False,False,False,False,False,False,False,False,False,False,False
220,2,20,2.1745206671544115,3.527220898513855,True,True,False,False,False,False,False,False,False,False,False,False,False
221,2,21,1.9941721511467976,3.416574252653055,True,True,False,False,False,False,False,False,False,False,False,False,False
222,2,22,1.815715640747967,3.302273595166201,True,True,False,False,False,False,False,False,False,False,False,False,False
223,2,23,1.6372591303491366,3.187972937679347,True,True,False,False,False,False,False,False,False,False,False,False,False
224,2,24,1.457891517679283,3.07510762408126,True,True,False,False,False,False,False,False,False,False,False,False,False
225,2,25,1.3453914952320378,3.0060301070004454,True,True,False,False,False,False,False,False,False,False,False,False,False
226,2,26,1.212159979986264,2.872687678870769,True,True,False,False,False,False,False,False,False,False,False,False,False
227,2,27,1.0334697222782745,2.7598317761318865,True,True,False,False,False,False,False,False,False,False,False,False,False
228,2,28,0.8935768398738555,2.611557774077982,True,True,False,False,False,False,False,False,False,False,False,False,False
229,2,29,0.7377902558682418,2.4914988506033175,True,True,False,False,False,False,False,False,False,False,False,False,False
230,2,30,0.5941532292327887,2.3357345817155237,True,True,False,False,False,False,False,False,False,False,False,False,False
231,2,31,0.4521041411799678,2.178465948514186,True,True,False,False,False,False,False,False,False,False,False,False,False
232,2,32,0.3570820619779922,2.0715686974667746,True,True,False,False,False,False,False,False,False,False,False,False,False
233,2,33,0.23531288137004094,1.9894808728983195,True,True,False,False,False,False,False,False,False,False,False,False,False
234,2,34,0.13976403025657566,1.8777161536046465,True,True,False,False,False,False,False,False,False,False,False,False,False
235,2,35,0.029027064390623136,1.831164649249593,True,True,False,False,False,False,False,False,False,False,False,False,False
236,2,36,-0.11546022767342587,1.6870930693592046,True,True,False,False,False,False,False,False,False,False,False,False,False
237,2,37,-0.29391561517813597,1.59162172931205,True,True,False,False,False,False,False,False,False,False,False,False,False
238,2,38,-0.4063527778772186,1.5077249727935935,True,True,False,False,False,False,False,False,False,False,False,False,False
239,2,39,-0.5464826231201658,1.358812035710489,True,True,False,False,False,False,False,False,False,False,False,False,False
240,2,40,-0.7056920259226405,1.237856939306233,True,True,False,False,False,False,False,False,False,False,False,False,False
241,2,41,-0.8748342248871686,1.1101765456073605,True,True,False,False,False,False,False,False,False,False,False,False,False
242,2,42,-0.9844957125987792,1.0187383554787366,True,True,False,False,False,False,False,False,False,False,False,False,False
243,2,43,-1.1648333739637868,0.9452488359603427,True,True,False,False,False,False,False,False,False,False,False,False,False
244,2,44,-1.2122745098585028,0.8404596383458808,True,True,False,False,False,False,False,False,False,False,False,False,False
245,2,45,-1.338055067530175,0.6726830911503061,True,True,False,False,False,False,False,False,False,False,False,False,False
246,2,46,-1.4380241284563073,0.4858206999015529,True,True,False,False,False,False,False,False,False,False,False,False,False
247,2,47,-1.5413583881464235,0.301446643965181,True,True,False,False,False,False,False,False,False,False,False,False,False
248,2,48,-1.5999999999999996,0.20424301950571003,True,True,False,False,False,False,False,False,False,False,False,False,False
249,2,49,-1.6927057112749861,0.021176814965938373,True,True,False,False,False,False,False,False,False,False,False,False,False
250,2,50,-1.733751248509418,-0.08534349781673377,True,True,False,False,False,False,False,False,False,False,False,False,False
251,2,51,-1.8051232670954986,-0.28488647907291204,True,True,False,False,False,False,False,False,False,False,False,False,False
252,2,52,-1.8764952856815784,-0.4844294603290881,True,True,False,False,False,False,False,False,False,False,False,False,False
253,2,53,-1.9478673042676582,-0.6839724415852642,True,False,False,False,False,True,False,False,False,False,False,False,False
254,2,54,-2.0129032258064505,-0.8846144687768107,True,False,True,False,False,False,False,False,False,False,False,False,False
255,2,55,-2.0307277479443084,-1.095278830213691,True,False,True,False,False,False,False,False,False,False,False,False,False
256,2,56,-2.0129032258064505,-1.2918434606127072,True,False,True,False,False,False,False,False,False,False,False,False,False
257,2,57,-1.978494623655914,-1.4801380529966357,True,False,True,False,False,False,False,False,False,False,False,False,False
258,2,58,-1.9096786355326745,-1.6277025675178873,True,False,True,False,False,False,False,False,False,False,False,False,False
259,2,59,-1.8547342134687108,-1.82823760218863,True,False,True,False,False,False,False,False,False,False,False,False,False
260,2,60,-1.7470063370492,-1.9299611542686597,True,False,True,False,False,False,False,False,False,False,False,False,False
261,2,61,-1.631396465414364,-1.9770576700916034,True,False,True,False,False,False,False,False,False,False,False,False,False
262,2,62,-1.5258079377715283,-2.0725123183198275,True,False,True,False,False,False,False,False,False,False,False,False,False
263,2,63,-1.3268856918211598,-2.077922077922077,True,False,True,False,False,False,False,False,False,False,False,False,False
264,2,64,-1.1149626718217882,-2.077922077922077,True,False,True,False,False,False,False,False,False,False,False,False,False
265,2,65,-0.9733474629141032,-2.0730253539034016,True,False,False,False,False,False,True,False,False,False,False,False,False
266,2,66,-0.7961133229553257,-1.9698359994042034,True,False,False,True,False,False,False,False,False,False,False,False,False
267,2,67,-0.6744923303542434,-1.8901064939632946,True,False,False,True,False,False,False,False,False,False,False,False,False
268,2,68,-0.5648143379862378,-1.72276190798875,True,False,False,True,False,False,False,False,False,False,False,False,False
269,2,69,-0.4989247311827949,-1.526153223609328,True,False,False,True,False,False,False,False,False,False,False,False,False
