,traj_id,t,x,y,success,transition_free_to_free,transition_mode_1_to_mode_1,transition_mode_2_to_mode_2,transition_mode_3_to_mode_3,transition_mode_4_to_mode_4,transition_free_to_mode_1,transition_mode_1_to_mode_2,transition_mode_2_to_mode_3,transition_mode_3_to_mode_4,transition_mode_1_to_free,transition_mode_2_to_mode_1,transition_mode_3_to_mode_2,transition_mode_4_to_mode_3,transition_mode_2_to_free,transition_mode_3_to_free,transition_mode_4_to_free
0,0,0,-2.5290322580645164,5.887445887445889,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,-2.5006867556526435,5.697961091202249,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,2,-2.439677374821825,5.513744454278024,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,0,3,-2.3786679939910065,5.3295278173537985,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,0,4,-2.3200230040689527,5.144727665264889,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,0,5,-2.288320630050247,4.95327826372336,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,0,6,-2.256618256031543,4.76182886218183,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,0,7,-2.1845842464818785,4.582122454760834,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,0,8,-2.150537634408602,4.395012841201072,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,0,9,-2.118831453101186,4.204076035628268,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,0,10,-2.0977372913999788,4.01253541559299,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,0,11,-2.081720430107527,3.820438365723656,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,0,12,-2.081720430107527,3.626381894898714,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,0,13,-2.081720430107527,3.4323254240737717,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,0,14,-2.081720430107527,3.23826895324883,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,0,15,-2.081720430107527,3.0442124824238883,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,0,16,-2.081720430107527,2.850156011598946,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,0,17,-2.0864217542323416,2.657202962259574,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,0,18,-2.1161290322580637,2.470118920474011,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,0,19,-2.150537634408602,2.2816120049028097,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,0,20,-2.1692848927135313,2.0905791659407424,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,0,21,-2.2052160563920404,1.9004799490127824,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,0,22,-2.2375669745672515,1.709213818465672,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,0,23,-2.3105776441127244,1.5324004166218725,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,0,24,-2.3771452134244933,1.3531112094979465,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,0,25,-2.391397849462365,1.1604570978208189,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,0,26,-2.456567183588711,0.9788758638054602,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,0,27,-2.494623655913978,0.7910672528109508,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,0,28,-2.5290322580645164,0.6012201545263521,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
29,0,29,-2.5801260737396845,0.41662933208245345,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,0,30,-2.6322580645161286,0.23480846918010834,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,0,31,-2.6603509357220574,0.04734551900105388,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,0,32,-2.7158711910886515,-0.1336801032736922,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,0,33,-2.7679596995858122,-0.3097429876783604,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,0,34,-2.838709677419354,-0.4893771333041767,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,0,35,-2.846703021902392,-0.6821444059606865,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,0,36,-2.8750485243142645,-0.8716292022043257,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,0,37,-2.90752688172043,-1.0604474352715199,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,0,38,-2.90752688172043,-1.254503906096462,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,0,39,-2.90752688172043,-1.4485603769214042,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,0,40,-2.838709677419354,-1.622879969030658,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,0,41,-2.7444884891160757,-1.7790182387024072,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,0,42,-2.5985558688983064,-1.9040509111737811,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,0,43,-2.4274289563320113,-1.9740259740259738,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,0,44,-2.262193997393959,-2.0432900432900425,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,0,45,-2.070629923514699,-2.0585548957905218,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,0,46,-1.8797356650720687,-2.077922077922077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,0,47,-1.6856791942471265,-2.077922077922077,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,0,48,-1.5207688518492466,-2.006037616942586,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,0,49,-1.3306780128448148,-1.9740259740259738,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,0,50,-1.164515815326929,-1.8760820932110618,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,0,51,-0.9838922057096293,-1.8145885651586977,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,0,52,-0.8252051841769473,-1.7053251197427264,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,0,53,-0.684928632585964,-1.5724931042261328,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
54,0,54,-0.5481547756561242,-1.4348311053681762,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
55,0,55,-0.43148263039945495,-1.2827693141466363,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
56,0,56,-0.34737302343379606,-1.1218456360282956,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
57,0,57,-0.2312680065522231,-0.9850200131895406,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
58,0,58,-0.13224327804565608,-0.8203165553732908,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
59,0,59,-0.0325338369295069,-0.6542347799663227,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60,0,60,0.06649089157706026,-0.4895313221500731,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61,0,61,0.15282679569446972,-0.3157382684072363,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
62,0,62,0.22559325940490943,-0.13657821293661687,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
63,0,63,0.33132347468202733,0.02197540410533759,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
64,0,64,0.40286728200707367,0.20201979336180875,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
65,0,65,0.48723665053141285,0.3691884036733912,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
66,0,66,0.5547205238349371,0.5494266899344948,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
67,0,67,0.658945522792649,0.7111390132715203,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
68,0,68,0.699383111757787,0.8988720385372869,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
69,0,69,0.7741935483870979,1.071711499929539,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
70,0,70,0.8128354626481501,1.2595356502038286,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
71,0,71,0.877419354838711,1.4406494805469912,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
72,0,72,0.8990329667412738,1.6325793239685287,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
73,0,73,0.9689564220855642,1.8119685552804656,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
74,0,74,0.9806451612903224,2.003281627514851,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
75,0,75,1.0150537634408607,2.189262247814845,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
76,0,76,1.0150537634408607,2.3833187186397864,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
77,0,77,1.0369591997978624,2.5722338870389865,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78,0,78,1.0838709677419356,2.759146437224378,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
79,0,79,1.129824400947273,2.944177659400198,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
80,0,80,1.1696975509438312,3.133610570490574,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
81,0,81,1.1968563164526138,3.3241716667819414,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
82,0,82,1.2298037014622312,3.5145399185278676,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
83,0,83,1.2559139784946236,3.7024681922945235,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
84,0,84,1.2792129146937858,3.891056300141171,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
85,0,85,1.303917521309566,4.0793144909478265,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
86,0,86,1.3374753757402404,4.267437875141275,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
87,0,87,1.3864764369929443,4.453296723816965,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
88,0,88,1.4214821472596209,4.634175754276459,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
89,0,89,1.4558251679576077,4.822153273595563,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
90,0,90,1.4775594140725794,5.0135508878246675,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
91,0,91,1.4967741935483883,5.205256720726559,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
92,0,92,1.4967741935483883,5.399313191551502,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
93,0,93,1.513706276556956,5.591703664491172,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
94,0,94,1.5311827956989248,5.784040568744322,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
95,0,95,1.5488506220084088,5.976358649717641,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
96,0,96,1.5778204756216745,6.166795591974537,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
97,0,97,1.6361142299758173,6.342812447654252,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
98,0,98,1.732275910828935,6.505429217609209,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
99,0,99,1.8408602150537643,6.545454545454547,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
100,1,0,-7.139784946236558,3.35930735930736,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,1,1,-6.953216108558073,3.35930735930736,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102,1,2,-6.766647270879588,3.35930735930736,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,1,3,-6.580078433201103,3.35930735930736,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,1,4,-6.398314120786999,3.3298817216204593,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,1,5,-6.260349309227782,3.2258747682474165,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,1,6,-6.118152306618476,3.1075879154398143,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,1,7,-5.986706287529227,2.9778309486322985,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,1,8,-5.903779875239437,2.8133613115996012,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,1,9,-5.828828622928463,2.644173083317325,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,1,10,-5.756831321525451,2.4735491201904884,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111,1,11,-5.685366760423073,2.301712309942551,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,1,12,-5.620488935608993,2.136482056528926,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
113,1,13,-5.55480599517911,1.9718285449313573,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,1,14,-5.462636637216266,1.8187274298942173,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,1,15,-5.402172593220606,1.6450882414345156,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,1,16,-5.316129032258064,1.4835609125818487,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,1,17,-5.248249992071732,1.3174337001515881,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,1,18,-5.1793468987770845,1.1445727616075532,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,1,19,-5.071743383934651,0.9936840272485696,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,1,20,-4.992079314564529,0.826786411057921,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,1,21,-4.897352839173001,0.6664580201800187,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,1,22,-4.779427066380939,0.5230527679668956,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,1,23,-4.661262453034804,0.37984207935321423,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,1,24,-4.54208536827052,0.24252481420749336,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,1,25,-4.416974442795267,0.1123998786432899,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,1,26,-4.295858201990932,-0.02256696119960097,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,1,27,-4.140959400194232,-0.1145189563189673,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,1,28,-3.9999964142802895,-0.21645382545381928,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
129,1,29,-3.8619298990648123,-0.3408406882176932,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,1,30,-3.7131358568998616,-0.4522248579243342,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,1,31,-3.5550218222454175,-0.5446716108628278,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
132,1,32,-3.3900176394609614,-0.6231181801231245,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
